insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n)
291664;146211;28036;14650;20704;7484;4617;5076;17649;7106;759;384,2740448;36,93807642;27,27799736;6,083003953;9,362318841;192,6363636;19,30171278;9,860342556;6,687747036;9,362318841
284309;142534;28131;14672;21310;8302;4921;5396;19290;7026;760;374,0907895;37,01447368;28,03947368;6,475;9,244736842;187,5447368;19,30526316;10,92368421;7,1;9,244736842
296372;148566;28102;14694;20922;8088;5298;5662;17760;6702;761;389,4507227;36,92772668;27,49277267;6,961892247;8,806833114;195,2247043;19,3088042;10,62812089;7,44021025;8,806833114
285701;143231;28147;14716;22891;8878;4923;5486;19164;7140;762;374,9356955;36,93832021;30,04068241;6,460629921;9,37007874;187,9671916;19,31233596;11,65091864;7,199475066;9,37007874
298916;149839;28172;14738;20826;7744;4986;5806;19099;8163;763;391,7640891;36,92267366;27,2948886;6,534731324;10,69855832;196,3813893;19,31585845;10,14941022;7,609436435;10,69855832
293469;147116;28267;14760;20590;7916;5842;6306;18598;6771;764;384,1217277;36,9986911;26,95026178;7,646596859;8,862565445;192,5602094;19,31937173;10,36125654;8,253926702;8,862565445
299206;149985;28274;14782;21246;8100;5145;5504;17403;6689;765;391,1189542;36,95947712;27,77254902;6,725490196;8,74379085;196,0588235;19,32287582;10,58823529;7,194771242;8,74379085
303229;151997;28349;14804;21714;8914;4697;5518;17482;6265;766;395,8603133;37,00913838;28,34725849;6,131853786;8,178851175;198,4295039;19,32637076;11,63707572;7,203655352;8,178851175
305546;153156;28402;14826;20496;7956;5386;5896;16978;5717;767;398,3650587;37,02998696;26,72229465;7,022164276;7,453715776;199,6818774;19,32985658;10,37288136;7,687092568;7,453715776
288325;144546;28397;14848;22724;8018;5008;5376;20684;7600;768;375,4231771;36,97526042;29,58854167;6,520833333;9,895833333;188,2109375;19,33333333;10,44010417;7;9,895833333
290698;145733;28462;14870;20105;6718;4712;5292;17731;7023;769;378,0208062;37,01170351;26,1443433;6,127438231;9,132639792;189,5097529;19,33680104;8,736020806;6,881664499;9,132639792
300089;150429;28553;14892;20330;7186;5782;6186;18457;7937;770;389,725974;37,08181818;26,4025974;7,509090909;10,30779221;195,3623377;19,34025974;9,332467532;8,033766234;10,30779221
308262;154516;28542;14914;20385;8026;5453;6390;18403;7460;771;399,8210117;37,01945525;26,43968872;7,072632944;9,675745785;200,4098573;19,34370947;10,40985733;8,287937743;9,675745785
297865;149318;28605;14936;20633;8094;5273;5648;18693;7013;772;385,8354922;37,05310881;26,72668394;6,830310881;9,084196891;193,4170984;19,34715026;10,48445596;7,316062176;9,084196891
300636;150704;28566;14958;20394;8188;4442;5116;20506;8182;773;388,9210867;36,95472186;26,38292367;5,746442432;10,5847348;194,9598965;19,35058215;10,59249677;6,618369987;10,5847348
294055;147414;28649;14980;19547;6684;5012;5522;17268;6467;774;379,9160207;37,01421189;25,25452196;6,475452196;8,355297158;190,4573643;19,35400517;8,635658915;7,134366925;8,355297158
295254;148014;28690;15002;20118;7418;4844;5482;17892;6862;775;380,9729032;37,01935484;25,95870968;6,250322581;8,854193548;190,9858065;19,35741935;9,571612903;7,073548387;8,854193548
284257;142516;28755;15024;19238;7196;5306;5742;19665;6979;776;366,310567;37,05541237;24,79123711;6,837628866;8,993556701;183,6546392;19,36082474;9,273195876;7,399484536;8,993556701
297700;149238;28832;15046;20442;7788;5002;5372;18794;6517;777;383,1402831;37,10682111;26,30888031;6,437580438;8,387387387;192,0694981;19,36422136;10,02316602;6,913770914;8,387387387
305641;153209;28873;15068;20793;7068;5647;6266;17320;6360;778;392,8547558;37,11182519;26,72622108;7,258354756;8,174807198;196,9267352;19,36760925;9,084832905;8,053984576;8,174807198
290118;145448;28934;15090;21283;8280;4861;5734;18283;7257;779;372,42362;37,14249037;27,32092426;6,240051348;9,315789474;186,7111682;19,37098845;10,62901155;7,36071887;9,315789474
319197;159988;28957;15112;23400;8000;5111;5118;22554;8534;780;409,2269231;37,12435897;30;6,552564103;10,94102564;205,1128205;19,37435897;10,25641026;6,561538462;10,94102564
302180;151480;28974;15134;20106;7694;5127;5660;18201;7004;781;386,9142125;37,09859155;25,74391805;6,564660691;8,967989757;193,9564661;19,37772087;9,851472471;7,247119078;8,967989757
312713;156747;29091;15156;20624;7664;6765;6814;20188;8517;782;399,8887468;37,20076726;26,37340153;8,650895141;10,89130435;200,443734;19,38107417;9,800511509;8,713554987;10,89130435
304522;152652;29086;15178;23722;7872;5897;6384;18576;6426;783;388,916986;37,14687101;30,2962963;7,531289911;8,206896552;194,9578544;19,3844189;10,05363985;8,153256705;8,206896552
315571;158177;29101;15200;21529;7970;5978;7020;19061;7118;784;402,5140306;37,11862245;27,46045918;7,625;9,079081633;201,7563776;19,3877551;10,16581633;8,954081633;9,079081633
307988;154386;29144;15222;20828;8032;6609;7432;19412;7023;785;392,3414013;37,12611465;26,53248408;8,41910828;8,946496815;196,6700637;19,3910828;10,23184713;9,467515924;8,946496815
308697;154741;29199;15244;20503;7908;5588;6146;20413;8401;786;392,7442748;37,14885496;26,08524173;7,109414758;10,68829517;196,8715013;19,39440204;10,0610687;7,819338422;10,68829517
311672;156229;29206;15266;20950;7756;4658;5402;18876;7538;787;396,025413;37,11054638;26,62007624;5,918678526;9,578144854;198,5120712;19,39771283;9,855146125;6,864040661;9,578144854
308567;154677;29293;15288;20723;6912;5784;6502;18934;7560;788;391,5824873;37,17385787;26,29822335;7,340101523;9,593908629;196,2906091;19,40101523;8,771573604;8,251269036;9,593908629
294138;147463;29332;15310;19655;7364;6029;7106;19984;6473;789;372,7984791;37,17617237;24,9112801;7,641318124;8,204055767;186,8986058;19,40430925;9,333333333;9,006337136;8,204055767
310053;155421;29325;15332;23853;9194;4914;5594;18085;6968;790;392,4721519;37,12025316;30,19367089;6,220253165;8,820253165;196,735443;19,40759494;11,63797468;7,081012658;8,820253165
322126;161458;29364;15354;20061;7132;5077;6132;19716;7652;791;407,2389381;37,12262958;25,36156764;6,418457649;9,673830594;204,1188369;19,41087231;9,016434893;7,752212389;9,673830594
304129;152460;29475;15376;20744;6892;6283;6888;20434;8259;792;384,0012626;37,21590909;26,19191919;7,933080808;10,4280303;192,5;19,41414141;8,702020202;8,696969697;10,4280303
324508;162650;29440;15398;22726;7842;5108;5524;19800;7184;793;409,2156368;37,12484237;28,65825977;6,441361917;9,0592686;205,1071879;19,41740227;9,889029004;6,965952081;9,0592686
305521;153157;29509;15420;21633;7228;5818;6552;20348;8621;794;384,7871537;37,16498741;27,24559194;7,327455919;10,85768262;192,8929471;19,42065491;9,103274559;8,251889169;10,85768262
316800;158797;29594;15442;21471;7498;5749;6268;20092;6683;795;398,490566;37,22515723;27,00754717;7,231446541;8,406289308;199,7446541;19,42389937;9,431446541;7,88427673;8,406289308
324289;162542;29693;15464;26204;10010;5565;5858;20122;7914;796;407,3982412;37,30276382;32,91959799;6,99120603;9,942211055;204,1984925;19,42713568;12,57537688;7,359296482;9,942211055
327734;164265;29690;15486;22325;8054;5217;5834;18240;6289;797;411,2095358;37,25219573;28,01129235;6,545796738;7,890840652;206,1041405;19,43036386;10,10539523;7,319949812;7,890840652
304015;152406;29655;15508;22147;7588;5596;6150;18792;6594;798;380,9711779;37,16165414;27,75313283;7,012531328;8,263157895;190,9849624;19,43358396;9,50877193;7,706766917;8,263157895
316922;158860;29706;15530;22175;7412;5293;5434;19366;6614;799;396,6483104;37,17897372;27,7534418;6,624530663;8,277847309;198,8235294;19,43679599;9,276595745;6,801001252;8,277847309
323249;162024;29823;15552;22401;7990;6157;6170;19991;8101;800;404,06125;37,27875;28,00125;7,69625;10,12625;202,53;19,44;9,9875;7,7125;10,12625
324492;162646;29804;15574;20545;6824;4868;5638;20614;8189;801;405,1086142;37,20848939;25,64918851;6,077403246;10,22347066;203,0536829;19,443196;8,519350811;7,038701623;10,22347066
311787;156294;29897;15596;21596;7436;6117;6428;20262;7547;802;388,7618454;37,27805486;26,9276808;7,627182045;9,410224439;194,8802993;19,44638404;9,271820449;8,014962594;9,410224439
340094;170448;29874;15618;21174;7024;5484;5890;22214;7588;803;423,5292653;37,20298879;26,36861768;6,829389788;9,449564134;212,26401;19,44956413;8,747198007;7,334993773;9,449564134
327553;164178;29945;15640;20820;6294;5092;5642;24686;10335;804;407,4042289;37,24502488;25,89552239;6,333333333;12,85447761;204,2014925;19,45273632;7,828358209;7,017412935;12,85447761
323926;162365;30026;15662;20361;7378;5463;5770;19011;6720;805;402,3925466;37,29937888;25,2931677;6,786335404;8,347826087;201,6956522;19,45590062;9,165217391;7,167701863;8,347826087
334897;167851;30023;15684;24097;9794;5372;5910;19879;7123;806;415,5049628;37,24937965;29,89702233;6,665012407;8,837468983;208,251861;19,45905707;12,15136476;7,332506203;8,837468983
313668;157237;30062;15706;20500;7010;4560;5524;20809;8474;807;388,6840149;37,25154895;25,40272615;5,650557621;10,50061958;194,8413879;19,4622057;8,686493185;6,845105328;10,50061958
324761;162784;30171;15728;20967;7628;6726;7136;19922;6808;808;401,9319307;37,34034653;25,94925743;8,324257426;8,425742574;201,4653465;19,46534653;9,440594059;8,831683168;8,425742574
327508;164158;30150;15750;23102;9540;5821;6502;18504;6910;809;404,8306551;37,26823239;28,55624227;7,195302843;8,541409147;202,9147095;19,4684796;11,79233622;8,037082818;8,541409147
332727;166768;30219;15772;20740;8086;7007;6270;21221;9215;810;410,7740741;37,30740741;25,60493827;8,650617284;11,37654321;205,8864198;19,47160494;9,982716049;7,740740741;11,37654321
328696;164753;30238;15794;22402;8644;4876;5748;19559;7542;811;405,297164;37,28483354;27,62268804;6,012330456;9,299630086;203,1479655;19,47472256;10,65844636;7,087546239;9,299630086
315765;158288;30327;15816;22374;7016;5323;5796;19024;6404;812;388,8731527;37,34852217;27,55418719;6,555418719;7,886699507;194,9359606;19,47783251;8,640394089;7,137931034;7,886699507
327552;164182;30384;15838;21976;8434;5183;6102;19406;6414;813;402,8929889;37,37269373;27,03075031;6,375153752;7,889298893;201,9458795;19,48093481;10,37392374;7,505535055;7,889298893
341231;171022;30403;15860;21070;7418;5557;5652;19404;8038;814;419,2027027;37,35012285;25,88452088;6,826781327;9,874692875;210,1007371;19,48402948;9,113022113;6,943488943;9,874692875
344344;172579;30408;15882;21186;8012;6083;6862;21184;8672;815;422,5079755;37,31042945;25,99509202;7,463803681;10,6404908;211,7533742;19,48711656;9,830674847;8,419631902;10,6404908
329263;165039;30485;15904;24622;8652;5590;5858;21756;8638;816;403,5085784;37,35906863;30,17401961;6,850490196;10,58578431;202,2536765;19,49019608;10,60294118;7,178921569;10,58578431
342200;171508;30510;15926;22719;8562;5983;5938;19767;7967;817;418,8494492;37,34394125;27,80783354;7,323133415;9,751529988;209,9241126;19,49326805;10,47980416;7,268053856;9,751529988
334191;167504;30567;15948;21762;7340;6413;6806;21011;7309;818;408,5464548;37,36797066;26,60391198;7,839853301;8,935207824;204,7726161;19,49633252;8,973105134;8,320293399;8,935207824
348212;174515;30590;15970;21668;7642;6311;7018;18303;7553;819;425,1672772;37,35042735;26,45665446;7,705738706;9,222222222;213,0830281;19,4993895;9,330891331;8,568986569;9,222222222
339563;170191;30593;15992;21473;8252;5695;5902;21455;7456;820;414,1012195;37,30853659;26,18658537;6,945121951;9,092682927;207,55;19,50243902;10,06341463;7,197560976;9,092682927
329658;165239;30694;16014;21756;6814;5225;6264;19056;6966;821;401,5322777;37,38611449;26,49939099;6,364190012;8,484774665;201,2655298;19,50548112;8,299634592;7,629719854;8,484774665
340873;170847;30773;16036;20945;7634;5325;6184;19483;7747;822;414,6873479;37,43673966;25,48053528;6,47810219;9,424574209;207,8430657;19,50851582;9,287104623;7,523114355;9,424574209
336306;168564;30842;16058;24289;8160;6452;6336;21274;8425;823;408,6342649;37,47509113;29,5127582;7,839611179;10,23693803;204,8165249;19,51154313;9,914945322;7,698663426;10,23693803
330073;165448;30863;16080;23683;8676;5701;6404;20587;8047;824;400,5740291;37,45509709;28,74150485;6,91868932;9,765776699;200,7864078;19,51456311;10,52912621;7,77184466;9,765776699
342970;171897;30816;16102;22234;7568;5407;5788;23354;8611;825;415,7212121;37,35272727;26,95030303;6,553939394;10,43757576;208,36;19,51757576;9,173333333;7,015757576;10,43757576
347621;174223;30973;16124;24638;9362;5572;5800;20144;8078;826;420,8486683;37,49757869;29,82808717;6,745762712;9,779661017;210,9237288;19,52058111;11,33414044;7,021791768;9,779661017
358764;179795;30874;16146;23806;9494;5310;5904;21752;7642;827;433,8137848;37,33252721;28,7859734;6,420798065;9,240628779;217,4062878;19,5235792;11,48004837;7,139056832;9,240628779
345725;173276;31051;16168;22331;7842;5492;5642;21660;8422;828;417,5422705;37,50120773;26,96980676;6,632850242;10,17149758;209,2705314;19,52657005;9,471014493;6,814009662;10,17149758
341302;171065;31018;16190;22104;8322;5608;5882;19491;7384;829;411,7032569;37,41616405;26,66344994;6,76477684;8,907117008;206,3510253;19,52955368;10,03860072;7,095295537;8,907117008
342313;171571;31069;16212;21368;7368;5801;6194;23097;8505;830;412,4253012;37,43253012;25,74457831;6,989156627;10,24698795;206,7120482;19,53253012;8,877108434;7,462650602;10,24698795
341154;170992;31164;16234;22137;7310;6310;6654;21793;8215;831;410,534296;37,50180505;26,63898917;7,593261131;9,885679904;205,7665463;19,5354994;8,796630566;8,007220217;9,885679904
352519;176675;31181;16256;23491;9350;6090;6620;22319;8185;832;423,7007212;37,47716346;28,234375;7,319711538;9,837740385;212,3497596;19,53846154;11,23798077;7,956730769;9,837740385
357954;179393;31178;16278;23216;9558;5605;6728;19362;8064;833;429,7166867;37,42857143;27,87034814;6,728691477;9,680672269;215,3577431;19,54141657;11,47418968;8,076830732;9,680672269
345351;173092;31231;16300;21420;7826;4744;5580;19849;6732;834;414,0899281;37,44724221;25,68345324;5,6882494;8,071942446;207,5443645;19,54436451;9,383693046;6,690647482;8,071942446
345114;172974;31248;16322;23568;8278;5669;6418;21567;7987;835;413,3101796;37,42275449;28,2251497;6,789221557;9,565269461;207,154491;19,54730539;9,913772455;7,686227545;9,565269461
348199;174517;31371;16344;24200;9204;5852;5610;20923;8865;836;416,5059809;37,52511962;28,94736842;7;10,60406699;208,7523923;19,55023923;11,00956938;6,710526316;10,60406699
340664;170750;31386;16366;25975;9222;5273;5840;22623;9662;837;407,0059737;37,49820789;31,03345281;6,299880526;11,54360812;204,0023895;19,55316607;11,01792115;6,977299881;11,54360812
346061;173449;31359;16388;24343;7852;6593;6372;21851;8443;838;412,9606205;37,42124105;29,04892601;7,867541766;10,075179;206,9797136;19,55608592;9,369928401;7,603818616;10,075179
343422;172130;31372;16410;21449;8308;6495;7130;22129;8886;839;409,3230036;37,39213349;25,56495828;7,74135876;10,59117998;205,1609058;19,55899881;9,902264601;8,498212157;10,59117998
344403;172621;31501;16432;22736;8394;7419;7616;21998;7708;840;410,0035714;37,50119048;27,06666667;8,832142857;9,176190476;205,5011905;19,56190476;9,992857143;9,066666667;9,176190476
353128;176984;31534;16454;22148;8042;5321;5702;21038;7401;841;419,8906064;37,49583829;26,3353151;6,326991677;8,800237812;210,4447087;19,5648038;9,562425684;6,780023781;8,800237812
351067;175954;31635;16476;22144;8448;6106;7196;21207;7684;842;416,9441805;37,57125891;26,29928741;7,251781473;9,125890736;208,9714964;19,56769596;10,03325416;8,54631829;9,125890736
349746;175294;31668;16498;21606;8148;5584;6126;20963;7709;843;414,8825623;37,5658363;25,62989324;6,62396204;9,144721234;207,940688;19,57058126;9,665480427;7,266903915;9,144721234
363633;182238;31585;16520;27564;10384;5813;6266;21866;8508;844;430,8447867;37,42298578;32,65876777;6,887440758;10,08056872;215,9218009;19,57345972;12,30331754;7,424170616;10,08056872
351116;175980;31632;16542;24164;9506;5162;6212;22583;8925;845;415,5218935;37,43431953;28,5964497;6,10887574;10,56213018;208,260355;19,57633136;11,24970414;7,35147929;10,56213018
365153;182999;31757;16564;21877;8198;5227;6052;21954;8768;846;431,6229314;37,53782506;25,85933806;6,178486998;10,36406619;216,3108747;19,57919622;9,690307329;7,153664303;10,36406619
354938;177892;31806;16586;26084;10134;5746;5934;21742;8363;847;419,0531287;37,55135773;30,7957497;6,783943329;9,873671783;210,025974;19,58205431;11,96458087;7,005903188;9,873671783
363395;182121;31845;16608;23815;9158;6292;6496;21438;8390;848;428,5318396;37,55306604;28,08372642;7,419811321;9,893867925;214,7653302;19,58490566;10,7995283;7,660377358;9,893867925
364594;182721;31898;16630;22598;8552;6060;6546;18607;7301;849;429,4393404;37,57126031;26,6171967;7,137809187;8,599528857;215,2190813;19,58775029;10,07302709;7,71024735;8,599528857
357179;179014;31947;16652;23241;7880;5491;6006;24391;9520;850;420,2105882;37,58470588;27,34235294;6,46;11,2;210,6047059;19,59058824;9,270588235;7,065882353;11,2
370928;185889;31930;16674;22400;8556;5265;5964;21898;7634;851;435,8730905;37,52056404;26,32197415;6,186839013;8,970622797;218,4359577;19,59341951;10,05405405;7,008225617;8,970622797
352683;176767;32007;16696;22008;8624;5275;5896;20626;7673;852;413,9471831;37,56690141;25,83098592;6,191314554;9,005868545;207,4730047;19,59624413;10,12206573;6,920187793;9,005868545
370634;185743;32130;16718;22328;8202;5937;6070;24436;9944;853;434,5064478;37,66705744;26,17584994;6,96014068;11,65767878;217,7526377;19,59906213;9,615474795;7,116060961;11,65767878
367683;184268;32115;16740;23448;8914;6237;6866;21787;8507;854;430,5421546;37,60538642;27,45667447;7,303278689;9,961358314;215,7704918;19,60187354;10,43793911;8,039812646;9,961358314
364214;182534;32124;16762;26643;10104;6225;6566;23206;9617;855;425,9812865;37,57192982;31,16140351;7,280701754;11,24795322;213,4900585;19,60467836;11,81754386;7,679532164;11,24795322
357789;179322;32237;16784;23934;8772;6305;6978;22395;7797;856;417,9778037;37,66004673;27,96028037;7,365654206;9,10864486;209,4883178;19,60747664;10,24766355;8,151869159;9,10864486
378068;189462;32198;16806;22687;8126;6082;6952;18997;7057;857;441,1528588;37,5705951;26,47257876;7,096849475;8,23453909;221,075846;19,61026838;9,481913652;8,11201867;8,23453909
355693;178275;32199;16828;22490;7710;5551;6338;22668;7585;858;414,5606061;37,52797203;26,21212121;6,46969697;8,84032634;207,7797203;19,61305361;8,986013986;7,386946387;8,84032634
363254;182056;32326;16850;29030;11288;6551;7174;21014;7468;859;422,8800931;37,63213038;33,79511059;7,626309662;8,693830035;211,9394645;19,61583236;13,14086147;8,351571595;8,693830035
366153;183506;32317;16872;23003;9610;5817;6424;21058;8127;860;425,7593023;37,57790698;26,74767442;6,763953488;9,45;213,3790698;19,61860465;11,1744186;7,469767442;9,45
380804;190832;32330;16894;22329;9274;5740;6422;20754;8005;861;442,2810685;37,54936121;25,93379791;6,666666667;9,297328688;221,6399535;19,6213705;10,77119628;7,458768873;9,297328688
375717;188289;32441;16916;23471;8112;6480;7488;19956;7350;862;435,8665893;37,63457077;27,22853828;7,517401392;8,526682135;218,4327146;19,62412993;9,410672854;8,686774942;8,526682135
373056;186959;32476;16938;24515;10622;6633;7018;20872;7261;863;432,2780997;37,63151796;28,40672074;7,685979143;8,413673233;216,6384705;19,62688297;12,30822711;8,132097335;8,413673233
378051;189457;32545;16960;25440;10200;5617;6524;21550;8770;864;437,5590278;37,66782407;29,44444444;6,501157407;10,15046296;219,2789352;19,62962963;11,80555556;7,550925926;10,15046296
365532;183198;32550;16982;28591;7458;6417;7022;20228;7624;865;422,5803468;37,6300578;33,05317919;7,41849711;8,813872832;211,7895954;19,63236994;8,621965318;8,117919075;8,813872832
380203;190534;32599;17004;26214;10166;5367;5656;22630;7634;866;439,0334873;37,64318707;30,27020785;6,197459584;8,815242494;220,0161663;19,63510393;11,73903002;6,531177829;8,815242494
375564;188215;32668;17026;24556;9478;6404;7200;26192;10906;867;433,1764706;37,67935409;28,32295271;7,38638985;12,57900807;217,0876586;19,6378316;10,93194925;8,30449827;12,57900807
379017;189942;32715;17048;24643;9498;6312;6600;22210;9880;868;436,65553;37,69009217;28,390553;7,271889401;11,38248848;218,8271889;19,640553;10,94239631;7,603686636;11,38248848
387084;193976;32770;17070;22728;8692;7002;7008;22324;8934;869;445,4361335;37,71001151;26,15420023;8,057537399;10,28078251;223,2174914;19,64326812;10,0023015;8,064441887;10,28078251
370463;185666;32743;17092;26434;11308;6200;6218;21152;8213;870;425,8195402;37,63563218;30,38390805;7,126436782;9,440229885;213,4091954;19,64597701;12,99770115;7,147126437;9,440229885
359370;180120;32880;17114;24277;9122;6715;6864;25382;10817;871;412,5947187;37,74971297;27,87256028;7,709529277;12,41905855;206,7967853;19,64867968;10,47301952;7,880597015;12,41905855
378989;189930;32851;17136;23198;8734;5720;6230;23452;7923;872;434,6204128;37,67316514;26,60321101;6,559633028;9,086009174;217,809633;19,65137615;10,01605505;7,144495413;9,086009174
383764;192318;32990;17158;23505;8320;5523;6318;24128;8346;873;439,5922108;37,78923253;26,92439863;6,326460481;9,560137457;220,2955326;19,65406644;9,530355097;7,237113402;9,560137457
383009;191941;32913;17180;26840;10954;6509;6896;25726;10530;874;438,2254005;37,65789474;30,70938215;7,447368421;12,04805492;219,6121281;19,65675057;12,53318078;7,890160183;12,04805492
372808;186841;32966;17202;24071;9496;5808;6684;22199;8316;875;426,0662857;37,67542857;27,50971429;6,637714286;9,504;213,5325714;19,65942857;10,85257143;7,638857143;9,504
364949;182912;33021;17224;24624;8182;6693;7144;22675;8924;876;416,6084475;37,69520548;28,10958904;7,640410959;10,18721461;208,803653;19,66210046;9,340182648;8,155251142;10,18721461
382158;191517;33076;17246;22830;7804;5402;6222;22512;9576;877;435,7559863;37,71493729;26,03192702;6,15963512;10,91904219;218,377423;19,66476625;8,898517674;7,094640821;10,91904219
375805;188341;33077;17268;24356;7938;5675;6654;20875;7567;878;428,023918;37,67312073;27,74031891;6,463553531;8,618451025;214,5113895;19,66742597;9,041002278;7,578587699;8,618451025
399898;200388;33178;17290;25380;8922;6335;6934;21365;8886;879;454,9465301;37,74516496;28,87372014;7,20705347;10,10921502;227,9726962;19,67007964;10,15017065;7,88850967;10,10921502
408475;204677;33219;17312;24299;9076;5161;5878;22354;7866;880;464,1761364;37,74886364;27,6125;5,864772727;8,938636364;232,5875;19,67272727;10,31363636;6,679545455;8,938636364
402208;201544;33228;17334;23995;9380;6449;6864;20094;7922;881;456,5357548;37,71623156;27,23609535;7,320090806;8,992054484;228,7673099;19,6753689;10,64699205;7,791146425;8,992054484
381545;191213;33281;17356;23630;7580;5738;6546;25333;10458;882;432,5907029;37,73356009;26,79138322;6,505668934;11,85714286;216,7947846;19,67800454;8,594104308;7,421768707;11,85714286
396960;198921;33314;17378;24698;9808;6808;6872;22857;9983;883;449,5583239;37,72819932;27,97055493;7,710079275;11,30577576;225,2785957;19,6806342;11,10758777;7,782559456;11,30577576
396473;198678;33351;17400;22608;7702;6309;6466;24981;10180;884;448,4988688;37,72737557;25,57466063;7,136877828;11,5158371;224,7488688;19,68325792;8,712669683;7,314479638;11,5158371
406854;203869;33460;17422;22953;7154;6694;6564;21890;8093;885;459,7220339;37,8079096;25,93559322;7,563841808;9,144632768;230,360452;19,68587571;8,083615819;7,416949153;9,144632768
385627;193256;33485;17444;23741;8550;5455;6460;22914;8861;886;435,244921;37,79345372;26,79571106;6,156884876;10,00112867;218,1218962;19,68848758;9,650112867;7,291196388;10,00112867
401492;201189;33462;17466;24024;8642;6066;6206;21515;8071;887;452,6403608;37,72491545;27,08455468;6,838782413;9,099210823;226,8196167;19,69109357;9,742953777;6,996617813;9,099210823
399203;200045;33559;17488;26435;10386;6347;7202;24794;8565;888;449,5529279;37,79166667;29,76914414;7,147522523;9,64527027;225,2759009;19,69369369;11,69594595;8,11036036;9,64527027
413680;207284;33604;17510;24371;9180;6388;7544;21434;8146;889;465,3318335;37,79977503;27,41394826;7,1856018;9,163104612;233,1653543;19,69628796;10,32620922;8,485939258;9,163104612
388995;194942;33607;17532;22650;8394;6646;7100;21075;7366;890;437,0730337;37,76067416;25,4494382;7,46741573;8,276404494;219,0359551;19,6988764;9,431460674;7,97752809;8,276404494
408556;204723;33630;17554;22968;8474;6383;7138;26267;11686;891;458,5364759;37,74410774;25,77777778;7,163860831;13,11560045;229,7676768;19,70145903;9,510662177;8,011223345;13,11560045
398587;199739;33729;17576;24549;8314;6213;6568;23059;8967;892;446,8464126;37,81278027;27,52130045;6,965246637;10,05269058;223,9226457;19,70403587;9,320627803;7,3632287;10,05269058
406940;203916;33746;17598;24166;8850;6659;6444;22726;7461;893;455,699888;37,78947368;27,06159015;7,456886898;8,354983203;228,3493841;19,70660694;9,910414334;7,21612542;8,354983203
401067;200980;33803;17620;22840;8760;7289;7854;22292;8371;894;448,6208054;37,81096197;25,54809843;8,153243848;9,363534676;224,8098434;19,70917226;9,798657718;8,785234899;9,363534676
402240;201567;33880;17642;24339;8614;6522;6962;24333;10405;895;449,4301676;37,8547486;27,19441341;7,287150838;11,62569832;225,2145251;19,71173184;9,624581006;7,77877095;11,62569832
400301;200598;33819;17664;24308;10086;6698;7300;27353;10084;896;446,7645089;37,74441964;27,12946429;7,475446429;11,25446429;223,8816964;19,71428571;11,25669643;8,147321429;11,25446429
392872;196884;33960;17686;23039;7570;6748;5984;21529;6927;897;437,9843924;37,85953177;25,6845039;7,522853958;7,722408027;219,4916388;19,71683389;8,439241918;6,671125975;7,722408027
413531;207214;33991;17708;24106;8754;6311;6984;21946;8450;898;460,5022272;37,8518931;26,844098;7,027839644;9,409799555;230,7505568;19,71937639;9,748329621;7,777282851;9,409799555
396400;198649;34042;17730;24667;8488;6449;7056;21108;7367;899;440,9343715;37,86651835;27,43826474;7,17352614;8,194660734;220,9666296;19,72191324;9,44160178;7,848720801;8,194660734
409509;205204;34063;17752;23067;7898;6391;7190;22762;9712;900;455,01;37,84777778;25,63;7,101111111;10,79111111;228,0044444;19,72444444;8,775555556;7,988888889;10,79111111
404968;202934;34118;17774;24113;8084;5949;6542;25428;10600;901;449,4650388;37,86681465;26,76248613;6,602663707;11,76470588;225,2319645;19,72697003;8,972253052;7,26082131;11,76470588
417421;209161;34213;17796;24096;8474;7159;7380;22291;9637;902;462,7727273;37,93015521;26,71396896;7,936807095;10,68403548;231,8858093;19,72949002;9,394678492;8,181818182;10,68403548
427976;214439;34240;17818;26549;9804;6564;7296;21867;8053;903;473,9490587;37,91805094;29,40088594;7,26910299;8,918050941;237,4739756;19,73200443;10,85714286;8,079734219;8,918050941
420255;210579;34211;17840;24475;9292;6550;6640;23803;8511;904;464,8838496;37,84402655;27,07411504;7,245575221;9,414823009;232,9413717;19,73451327;10,27876106;7,345132743;9,414823009
407826;204365;34220;17862;24573;9508;5976;6242;23215;9293;905;450,6364641;37,8121547;27,15248619;6,603314917;10,26850829;225,8176796;19,73701657;10,50607735;6,897237569;10,26850829
413363;207134;34319;17884;24259;9136;5869;6238;23175;9801;906;456,2505519;37,87969095;26,77593819;6,477924945;10,81788079;228,6247241;19,73951435;10,08388521;6,885209713;10,81788079
404702;202804;34370;17906;28258;9814;6110;6948;22464;8038;907;446,1984564;37,89415656;31,15545755;6,736493936;8,862183021;223,598677;19,74200662;10,82028666;7,660418964;8,862183021
411205;206056;34395;17928;23262;7938;7633;7424;23383;8554;908;452,8689427;37,87995595;25,61894273;8,406387665;9,420704846;226,9339207;19,74449339;8,742290749;8,176211454;9,420704846
418594;209751;34424;17950;25546;7454;6783;7074;21743;7536;909;460,4994499;37,87018702;28,10341034;7,462046205;8,290429043;230,7491749;19,7469747;8,200220022;7,782178218;8,290429043
