insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n);wpolczynnik QS;wspolczynnik DP QS
82142;41273;13489;7076;9534;3416;2495;2745;8795;3316;405;202,8197531;33,30617284;23,54074074;6,160493827;8,187654321;101,908642;17,47160494;8,434567901;6,777777778;8,187654321;1,404851192;1,128898279
82534;41469;13525;7096;9784;3496;2510;2735;8732;3318;406;203,2857143;33,31280788;24,09852217;6,18226601;8,172413793;102,1403941;17,47783251;8,610837438;6,736453202;8,172413793;1,433621569;1,121554631
83221;41813;13568;7116;9639;3435;2521;2760;8984;3418;407;204,4742015;33,33660934;23,68304668;6,194103194;8,398034398;102,7346437;17,48402948;8,43980344;6,781326781;8,398034398;1,404570783;1,128563424
83140;41773;13607;7136;9645;3456;2489;2727;8861;3349;408;203,7745098;33,3504902;23,63970588;6,100490196;8,208333333;102,3848039;17,49019608;8,470588235;6,683823529;8,208333333;1,409118575;1,111882626
83805;42106;13644;7156;9749;3491;2532;2766;8924;3442;409;204,9022005;33,3594132;23,83618582;6,190709046;8,415647922;102,9486553;17,49633252;8,535452323;6,762836186;8,415647922;1,419330996;1,124568758
83812;42110;13682;7176;9921;3600;2515;2735;8933;3445;410;204,4195122;33,37073171;24,19756098;6,134146341;8,402439024;102,7073171;17,50243902;8,780487805;6,670731707;8,402439024;1,459484447;1,108802767
84109;42259;13719;7196;9786;3511;2541;2771;8937;3433;411;204,6447689;33,37956204;23,81021898;6,182481752;8,352798054;102,8199513;17,50851582;8,542579075;6,742092457;8,352798054;1,419364754;1,12021069
84828;42619;13762;7216;9780;3485;2535;2788;9106;3414;412;205,8932039;33,40291262;23,73786408;6,152912621;8,286407767;103,4441748;17,51456311;8,458737864;6,766990291;8,286407767;1,404867142;1,123893714
85156;42784;13802;7236;9856;3556;2538;2792;8960;3416;413;206,188862;33,4188862;23,86440678;6,14527845;8,271186441;103,5932203;17,52058111;8,610169492;6,760290557;8,271186441;1,429442086;1,122329107
86057;43235;13838;7256;9925;3572;2594;2835;9017;3402;414;207,8671498;33,42512077;23,97342995;6,265700483;8,217391304;104,4323671;17,52657005;8,628019324;6,847826087;8,217391304;1,431830605;1,136405309
85969;43191;13877;7276;9984;3610;2574;2811;8983;3373;415;207,1542169;33,43855422;24,05783133;6,202409639;8,127710843;104,0746988;17,53253012;8,698795181;6,773493976;8,127710843;1,442998221;1,123619944
86566;43490;13917;7296;10015;3555;2595;2814;9038;3421;416;208,0913462;33,45432692;24,07451923;6,237980769;8,223557692;104,5432692;17,53846154;8,545673077;6,764423077;8,223557692;1,417031848;1,121667403
86922;43669;13952;7316;9960;3569;2618;2861;9227;3504;417;208,4460432;33,45803357;23,88489209;6,278177458;8,402877698;104,7218225;17,54436451;8,558752998;6,860911271;8,402877698;1,418635949;1,137214192
87615;44016;13992;7336;10062;3621;2602;2830;9149;3419;418;209,6052632;33,47368421;24,07177033;6,224880383;8,179425837;105,3014354;17,55023923;8,662679426;6,770334928;8,179425837;1,4352922;1,121755572
87984;44201;14037;7356;10037;3622;2598;2827;9234;3490;419;209,9856802;33,50119332;23,95465394;6,200477327;8,329355609;105,4916468;17,55608592;8,644391408;6,747016706;8,329355609;1,431695298;1,117449643
88622;44520;14071;7376;10095;3636;2634;2865;9251;3559;420;211,0047619;33,50238095;24,03571429;6,271428571;8,473809524;106;17,56190476;8,657142857;6,821428571;8,473809524;1,433241357;1,129327967
88578;44499;14109;7396;10210;3723;2581;2817;9302;3450;421;210,3990499;33,51306413;24,25178147;6,13064133;8,194774347;105,6983373;17,56769596;8,843230404;6,691211401;8,194774347;1,463473067;1,107333771
88967;44694;14146;7416;10081;3613;2606;2826;9197;3540;422;210,8222749;33,52132701;23,88862559;6,17535545;8,388625592;105,9099526;17,57345972;8,561611374;6,696682464;8,388625592;1,416311637;1,107804231
89468;44945;14190;7436;10186;3616;2636;2893;9268;3519;423;211,5082742;33,54609929;24,08037825;6,231678487;8,319148936;106,2529551;17,57919622;8,548463357;6,839243499;8,319148936;1,413583141;1,130944697
89766;45094;14232;7456;10207;3626;2619;2862;9195;3515;424;211,7122642;33,56603774;24,07311321;6,176886792;8,29009434;106,3537736;17,58490566;8,551886792;6,75;8,29009434;1,413597286;1,115751636
90726;45575;14265;7476;10227;3644;2682;2917;9316;3590;425;213,4729412;33,56470588;24,06352941;6,310588235;8,447058824;107,2352941;17,59058824;8,574117647;6,863529412;8,447058824;1,416720311;1,134076055
91368;45896;14306;7496;10234;3686;2668;2938;9395;3539;426;214,4788732;33,58215962;24,02347418;6,262910798;8,307511737;107,7370892;17,59624413;8,65258216;6,896713615;8,307511737;1,429130208;1,139116807
91636;46031;14342;7516;10261;3717;2676;2939;9509;3642;427;214,6042155;33,58782201;24,03044496;6,266978923;8,529274005;107,8009368;17,60187354;8,704918033;6,882903981;8,529274005;1,437217839;1,136395811
90974;45700;14385;7536;10331;3755;2707;2910;9601;3596;428;212,5560748;33,60981308;24,13785047;6,324766355;8,401869159;106,7757009;17,60747664;8,773364486;6,799065421;8,401869159;1,447959416;1,122120347
92488;46458;14419;7556;10239;3659;2626;2879;9537;3642;429;215,5897436;33,61072261;23,86713287;6,121212121;8,48951049;108,2937063;17,61305361;8,529137529;6,710955711;8,48951049;1,407110146;1,107152257
92840;46634;14462;7576;10321;3734;2680;2926;9498;3592;430;215,9069767;33,63255814;24,00232558;6,23255814;8,353488372;108,4511628;17,61860465;8,68372093;6,804651163;8,353488372;1,432062751;1,122178792
93540;46985;14499;7596;10465;3820;2728;2922;9463;3555;431;217,0301624;33,64037123;24,28074246;6,329466357;8,248259861;109,0139211;17,62412993;8,863109049;6,779582367;8,248259861;1,461086568;1,117616479
92654;46542;14534;7616;10374;3728;2733;2966;9540;3559;432;214,4768519;33,64351852;24,01388889;6,326388889;8,238425926;107,7361111;17,62962963;8,62962963;6,865740741;8,238425926;1,422054123;1,131387481
94078;47255;14576;7636;10275;3698;2714;2945;9736;3732;433;217,2702079;33,66281755;23,72979215;6,267898383;8,618937644;109,1339492;17,63510393;8,540415704;6,801385681;8,618937644;1,40681678;1,120355711
93829;47131;14614;7656;10443;3747;2694;2954;9537;3661;434;216,1958525;33,67281106;24,06221198;6,207373272;8,435483871;108,5967742;17,640553;8,633640553;6,806451613;8,435483871;1,421633005;1,120764318
94661;47547;14651;7676;10489;3753;2717;2956;9688;3676;435;217,6114943;33,68045977;24,11264368;6,245977011;8,450574713;109,3034483;17,64597701;8,627586207;6,795402299;8,450574713;1,420097911;1,11852103
94930;47682;14696;7696;10473;3737;2738;2974;9698;3715;436;217,7293578;33,70642202;24,0206422;6,279816514;8,520642202;109,3623853;17,65137615;8,571100917;6,821100917;8,520642202;1,410267432;1,122326824
95651;48043;14730;7716;10717;3848;2717;2974;9802;3788;437;218,8810069;33,70709382;24,52402746;6,217391304;8,66819222;109,9382151;17,65675057;8,805491991;6,805491991;8,66819222;1,448287622;1,119336639
95871;48154;14772;7736;10526;3812;2711;2992;9758;3664;438;218,8835616;33,7260274;24,03196347;6,189497717;8,365296804;109,9406393;17,66210046;8,703196347;6,831050228;8,365296804;1,430924548;1,123118113
96422;48430;14811;7756;10642;3855;2797;3025;9665;3686;439;219,6400911;33,738041;24,24145786;6,371298405;8,396355353;110,3189066;17,66742597;8,781321185;6,890660592;8,396355353;1,443228208;1,132494249
97091;48765;14847;7776;10791;3947;2756;3021;9824;3723;440;220,6613636;33,74318182;24,525;6,263636364;8,461363636;110,8295455;17,67272727;8,970454545;6,865909091;8,461363636;1,473761548;1,128004469
97299;48869;14887;7796;10603;3749;2841;3082;9611;3733;441;220,6326531;33,75736961;24,0430839;6,442176871;8,464852608;110,814059;17,67800454;8,501133787;6,988662132;8,464852608;1,396135841;1,147743575
97360;48900;14927;7816;10938;3941;2784;3035;9886;3805;442;220,2714932;33,77149321;24,74660633;6,298642534;8,608597285;110,6334842;17,68325792;8,916289593;6,866515837;8,608597285;1,463772122;1,127264245
98024;49233;14969;7836;10672;3820;2813;3006;9869;3801;443;221,2731377;33,79006772;24,09029345;6,349887133;8,58013544;111,1354402;17,68848758;8,623024831;6,785553047;8,58013544;1,415102338;1,113559589
98777;49610;15001;7856;10805;3967;2786;3045;9840;3742;444;222,4707207;33,78603604;24,33558559;6,274774775;8,427927928;111,7342342;17,69369369;8,934684685;6,858108108;8,427927928;1,46570568;1,125050112
99034;49739;15043;7876;10775;3913;2829;3049;9887;3719;445;222,5483146;33,80449438;24,21348315;6,357303371;8,357303371;111,7730337;17,6988764;8,793258427;6,851685393;8,357303371;1,441972993;1,123581819
99577;50011;15081;7896;10843;3964;2761;3011;9938;3690;446;223,2668161;33,81390135;24,31165919;6,19058296;8,273542601;112,132287;17,70403587;8,887892377;6,751121076;8,273542601;1,456955357;1,106683295
99804;50125;15116;7916;10908;3961;2802;3061;9986;3833;447;223,2751678;33,81655481;24,40268456;6,268456376;8,574944072;112,1364653;17,70917226;8,861297539;6,84787472;8,574944072;1,452062672;1,122131744
99982;50214;15155;7936;11073;4030;2831;3080;9915;3766;448;223,1741071;33,828125;24,71651786;6,319196429;8,40625;112,0848214;17,71428571;8,995535714;6,875;8,40625;1,473520129;1,126164268
100355;50401;15199;7956;10879;3892;2820;3045;10028;3805;449;223,5077951;33,85077951;24,22939866;6,280623608;8,474387528;112,2516704;17,71937639;8,668151448;6,781737194;8,474387528;1,419374318;1,110481706
101466;50957;15237;7976;10933;3912;2863;3112;10028;3828;450;225,48;33,86;24,29555556;6,362222222;8,506666667;113,2377778;17,72444444;8,693333333;6,915555556;8,506666667;1,422979379;1,131981551
102348;51399;15270;7996;10969;3973;2848;3096;10101;3825;451;226,9356984;33,85809313;24,32150776;6,314855876;8,481152993;113,9667406;17,72949002;8,809312639;6,864745011;8,481152993;1,441439862;1,123256434
102030;51240;15314;8016;11073;4036;2838;3086;9940;3773;452;225,7300885;33,88053097;24,49778761;6,278761062;8,347345133;113,3628319;17,73451327;8,92920354;6,827433628;8,347345133;1,460527924;1,116746574
102661;51556;15354;8036;11021;4004;2829;3061;10079;3804;453;226,6247241;33,89403974;24,32891832;6,245033113;8,397350993;113,8101545;17,73951435;8,838852097;6,757174393;8,397350993;1,445226946;1,104855065
103107;51780;15392;8056;11166;4001;2820;3082;10175;3794;454;227,1079295;33,9030837;24,59471366;6,211453744;8,356828194;114,0528634;17,74449339;8,81277533;6,788546256;8,356828194;1,440443825;1,109584571
103387;51920;15431;8076;11012;3941;2893;3150;10143;3891;455;227,2241758;33,91428571;24,2021978;6,358241758;8,551648352;114,1098901;17,74945055;8,661538462;6,923076923;8,551648352;1,415215286;1,131166747
104351;52403;15468;8096;11035;4001;2828;3076;10079;3818;456;228,8399123;33,92105263;24,1995614;6,201754386;8,372807018;114,9188596;17,75438596;8,774122807;6,745614035;8,372807018;1,433096466;1,101775738
104165;52310;15508;8116;11157;4004;2872;3136;10184;3879;457;227,9321663;33,93435449;24,41356674;6,284463895;8,487964989;114,463895;17,75929978;8,761487965;6,86214442;8,487964989;1,43052096;1,120408025
105254;52855;15545;8136;11223;4060;2883;3130;10126;3876;458;229,8122271;33,94104803;24,50436681;6,294759825;8,462882096;115,4039301;17,76419214;8,864628821;6,834061135;8,462882096;1,4468448;1,115424686
105340;52899;15587;8156;11146;3980;2873;3174;10211;3873;459;229,4989107;33,95860566;24,2832244;6,259259259;8,437908497;115,248366;17,76906318;8,671023965;6,91503268;8,437908497;1,414741872;1,128238869
105582;53020;15623;8176;11242;4046;3001;3217;10405;4009;460;229,526087;33,96304348;24,43913043;6,523913043;8,715217391;115,2608696;17,77391304;8,795652174;6,993478261;8,715217391;1,434566508;1,140632836
106599;53529;15664;8196;11138;4034;2909;3176;10409;3889;461;231,2342733;33,97830803;24,16052061;6,310195228;8,436008677;116,1149675;17,77874187;8,750542299;6,889370933;8,436008677;1,426703801;1,123255149
106163;53312;15708;8216;11384;4105;2884;3166;10320;3922;462;229,7900433;34;24,64069264;6,242424242;8,489177489;115,3939394;17,78354978;8,885281385;6,852813853;8,489177489;1,448160282;1,116900232
107510;53986;15742;8236;11332;4128;2938;3239;10346;3870;463;232,2030238;34;24,47516199;6,345572354;8,358531317;116,600432;17,78833693;8,915766739;6,995680346;8,358531317;1,452617013;1,139783552
107994;54228;15780;8256;11278;3997;2925;3175;10312;3890;464;232,7456897;34,00862069;24,30603448;6,30387931;8,38362069;116,8706897;17,79310345;8,614224138;6,842672414;8,38362069;1,402994481;1,114462716
108149;54306;15819;8276;11541;4223;2919;3213;10510;4014;465;232,5784946;34,01935484;24,81935484;6,277419355;8,632258065;116,7870968;17,79784946;9,08172043;6,909677419;8,632258065;1,47861692;1,124981332
108621;54543;15860;8296;11361;4114;2941;3173;10462;3971;466;233,0922747;34,03433476;24,37982833;6,311158798;8,521459227;117,0450644;17,80257511;8,82832618;6,809012876;8,521459227;1,436858634;1,10820429
109713;55089;15900;8316;11430;4097;2957;3221;10590;4094;467;234,9314775;34,04710921;24,47537473;6,331905782;8,766595289;117,9635974;17,80728051;8,773019272;6,897216274;8,766595289;1,427359145;1,122168368
109889;55178;15939;8336;11566;4181;2960;3211;10382;3927;468;234,8055556;34,05769231;24,71367521;6,324786325;8,391025641;117,9017094;17,81196581;8,933760684;6,861111111;8,391025641;1,453005896;1,115905748
109519;54993;15976;8356;11524;4166;2961;3250;10511;4031;469;233,5159915;34,06396588;24,57142857;6,313432836;8,594882729;117,2558635;17,81663113;8,882729211;6,929637527;8,594882729;1,444204665;1,126659904
110281;55375;16015;8376;11544;4160;3047;3296;10671;4084;470;234,6404255;34,07446809;24,56170213;6,482978723;8,689361702;117,8191489;17,8212766;8,85106383;7,012765957;8,689361702;1,438558161;1,139780697
111322;55896;16050;8396;11632;4242;3044;3349;10527;3951;471;236,3524416;34,07643312;24,69639066;6,462845011;8,388535032;118,6751592;17,82590234;9,006369427;7,110403397;8,388535032;1,463294407;1,155250582
111093;55782;16093;8416;11633;4223;2980;3281;10607;4028;472;235,3665254;34,09533898;24,64618644;6,313559322;8,533898305;118,1822034;17,83050847;8,947033898;6,951271186;8,533898305;1,45315323;1,129006807
111805;56138;16132;8436;11715;4217;3044;3281;10811;4136;473;236,3742072;34,10570825;24,76744186;6,43551797;8,744186047;118,6849894;17,83509514;8,915433404;6,936575053;8,744186047;1,44752319;1,126232769
112203;56338;16171;8456;11638;4218;3024;3309;10523;3982;474;236,7151899;34,11603376;24,55274262;6,379746835;8,400843882;118,8565401;17,83966245;8,898734177;6,981012658;8,400843882;1,444316627;1,133059203
112928;56701;16204;8476;11861;4307;3021;3288;10752;4098;475;237,7431579;34,11368421;24,97052632;6,36;8,627368421;119,3705263;17,84421053;9,067368421;6,922105263;8,627368421;1,471183723;1,12311402
113466;56970;16250;8496;11786;4299;3067;3315;10871;4159;476;238,3739496;34,13865546;24,7605042;6,443277311;8,737394958;119,6848739;17,8487395;9,031512605;6,964285714;8,737394958;1,464866262;1,129572379
114197;57336;16290;8516;11637;4198;3001;3299;10722;4060;477;239,4067086;34,1509434;24,39622642;6,291404612;8,511530398;120,2012579;17,85324948;8,800838574;6,916142558;8,511530398;1,426966363;1,121382094
114262;57369;16332;8536;11776;4261;3076;3338;10653;4025;478;239,041841;34,16736402;24,63598326;6,435146444;8,420502092;120,0188285;17,85774059;8,914225941;6,983263598;8,420502092;1,444860353;1,131880746
114564;57521;16363;8556;11966;4276;3036;3327;10851;4074;479;239,1732777;34,16075157;24,98121086;6,338204593;8,505219207;120,085595;17,86221294;8,926931106;6,945720251;8,505219207;1,44642971;1,125414323
115405;57942;16402;8576;11855;4242;3107;3369;10928;4204;480;240,4270833;34,17083333;24,69791667;6,472916667;8,758333333;120,7125;17,86666667;8,8375;7,01875;8,758333333;1,431455488;1,136863163
115439;57959;16446;8596;11739;4224;3126;3370;10880;4111;481;239,997921;34,19126819;24,40540541;6,498960499;8,546777547;120,4968815;17,87110187;8,781704782;7,006237006;8,546777547;1,421938717;1,134453948
116358;58419;16479;8616;11811;4273;3150;3448;11028;4147;482;241,406639;34,18879668;24,50414938;6,53526971;8,60373444;121,2012448;17,87551867;8,865145228;7,153526971;8,60373444;1,434966886;1,157913837
116091;58286;16518;8636;12115;4300;3114;3361;11042;4259;483;240,3540373;34,19875776;25,08281573;6,447204969;8,817805383;120,6749482;17,87991718;8,902691511;6,958592133;8,817805383;1,440561088;1,125982748
117041;58762;16565;8656;12089;4327;3110;3360;10916;4139;484;241,8202479;34,22520661;24,97727273;6,425619835;8,551652893;121,4090909;17,88429752;8,940082645;6,94214876;8,551652893;1,446127444;1,122946201
117862;59173;16598;8676;11997;4307;3143;3379;10880;4099;485;243,014433;34,22268041;24,73608247;6,480412371;8,451546392;122,0061856;17,88865979;8,880412371;6,967010309;8,451546392;1,435995887;1,126591619
118362;59423;16641;8696;12070;4343;3104;3378;11034;4111;486;243,5432099;34,24074074;24,83539095;6,386831276;8,458847737;122,2695473;17,89300412;8,936213992;6,950617284;8,458847737;1,44453809;1,123566583
118151;59318;16678;8716;12025;4337;3147;3410;10938;4080;487;242,6098563;34,24640657;24,69199179;6,46201232;8,377823409;121,8028747;17,8973306;8,905544148;7,002053388;8,377823409;1,439102141;1,131505257
119220;59853;16718;8736;11987;4338;3137;3405;11085;4221;488;244,3032787;34,25819672;24,56352459;6,428278689;8,649590164;122,6495902;17,90163934;8,889344262;6,977459016;8,649590164;1,436008294;1,12715727
119592;60040;16753;8756;12005;4241;3098;3392;10953;4135;489;244,5644172;34,2597137;24,55010225;6,335378323;8,45603272;122,7811861;17,90593047;8,672801636;6,936605317;8,45603272;1,400564268;1,120187219
119796;60142;16795;8776;12110;4376;3194;3428;11132;4202;490;244,4816327;34,2755102;24,71428571;6,518367347;8,575510204;122,7387755;17,91020408;8,930612245;6,995918367;8,575510204;1,441722277;1,129393045
121337;60913;16829;8796;12097;4331;3148;3398;11238;4206;491;247,1221996;34,27494908;24,63747454;6,411405295;8,566191446;124,0590631;17,91446029;8,820773931;6,920570265;8,566191446;1,423521902;1,116861562
121439;60965;16871;8816;12225;4395;3150;3440;10984;4159;492;246,8272358;34,29065041;24,84756098;6,402439024;8,453252033;123,9126016;17,91869919;8,932926829;6,991869919;8,453252033;1,441148262;1,12799773
121546;61019;16914;8836;12144;4378;3101;3435;11201;4269;493;246,5436105;34,30831643;24,63286004;6,290060852;8,659229209;123,7707911;17,92292089;8,880324544;6,967545639;8,659229209;1,432192792;1,1237054
121880;61186;16943;8856;12183;4334;3148;3478;11133;4227;494;246,7206478;34,29757085;24,66194332;6,372469636;8,556680162;123,8582996;17,92712551;8,773279352;7,04048583;8,556680162;1,414466604;1,135098027
122386;61440;16989;8876;12392;4431;3212;3481;11235;4316;495;247,2444444;34,32121212;25,03434343;6,488888889;8,719191919;124,1212121;17,93131313;8,951515152;7,032323232;8,719191919;1,442732181;1,133412485
123959;62227;17024;8896;12264;4410;3166;3466;11321;4287;496;249,9173387;34,32258065;24,72580645;6,383064516;8,643145161;125,4576613;17,93548387;8,891129032;6,987903226;8,643145161;1,432533677;1,125887012
123829;62162;17064;8916;12414;4432;3234;3488;11318;4272;497;249,1529175;34,33400402;24,9778672;6,507042254;8,595573441;125,0744467;17,93963783;8,91750503;7,018108652;8,595573441;1,436317262;1,130386871
124936;62716;17105;8936;12350;4483;3233;3498;11237;4245;498;250,875502;34,34738956;24,79919679;6,491967871;8,524096386;125,935743;17,9437751;9,002008032;7,024096386;8,524096386;1,449458655;1,130985138
